index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
3115,20000216,B2B,ST,KVCA,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNCA,Campuchia,Campuchia,,,10,2019,,,,6e332fbfe,customer1499
3116,60003850,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,Tp. Ngã Bảy,HGG,,,7,2021,,,,c3db49abb,customer528
3117,60003816,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,12,2020,Closed,Closed,,bb1bd12cb,customer711
3118,20000225,B2B,TGPP,Trung Quốc,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,11,2019,Closed,Closed,,0086cd855,customer650
3119,60003860,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,H. Phú Tân,AGG,,,7,2021,,,,ec8178cc6,customer1623
3120,1204,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Q. Lê Chân,HPG,84,96,9,2015,,,,c1c27e80b,customer755
3121,1225,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Nam Định,NĐH,94.86,70.2,1,2017,,,,3d3802ab6,customer1145
3122,1235,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Phủ Lý,HNM,92,92,11,2018,,,,0441f5b9b,customer1401
3123,1244,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Tp. Hòa Bình,HBH,106.72,106.72,12,2019,,,,41d4310b8,customer232
3124,1258,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Vinh,NAN,95,40,4,2014,,,Ban đầu là  site 1403 chuyển qua site 1258 từ ngày 01.03.2021,55f6b9dab,customer27
3125,1259,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Vinh,NAN,76.6,40.5,1,2017,,, Ban đầu là 1414 Chuyển qua MB site 1259 từ ngày 01.03.2021,93016ae7a,customer1701
3126,1260,B2C,CHTT,KVMB,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMB,Tx. Thái Hòa,NAN,120,100,8,2018,,, Ban đầu là 1420 Chuyển qua site 1260,52579e932,customer165
3127,1262,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Hà Tĩnh,HTH,90,90,7,2019,,,Ban đầu là  site 1410 chuyển qua site 1262 từ ngày 01.03.2021,7c7d0ddb8,customer40
3128,1409,B2C,CHTT,KVMTR,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Đồng Hới,QBH,140,198,3,2016,,,,4346b670d,customer271
3129,1416,B2C,CHTT,KVMTR,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Đồng Hới,QBH,148,120,5,2019,,,,4bfa59427,customer1398
3130,1424,B2C,CHTT,KVMTR,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMTR-TN,Tx. Quảng Trị,QTI,80,80,7,2019,11,2021,,6caae19c8,customer843
3131,1601,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,264,108.5,2,2002,,,,381d83f81,customer142
3132,1603,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,TP. PleiKu,GLI,122,49.175,7,2022,,,Thanh lý  ngày 17.06.22.dời sang dịa chỉ khác khai trương ngày 15/07/2022,41cf632b3,customer1393
3133,1631,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Gia Nghĩa,ĐNO,114,40,11,2020,,,,4efe110d1,customer150
3134,1800,B2C,ONLINE,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Drop-ship,,Online,Khác,CNTP,Closed,Closed,,,,,,,,5143d0eee,customer1912
3135,60003845,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Ký gửi,,Siêu thị,Nội thành,CNMB,Q. Hai Bà Trưng,HNI,,,5,2021,12,2021,,9e0fe05ac,customer1034
3136,60003865,B2B,TGPP,KVMB,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,Q. Tây Hồ,HNI,,,10,2021,,,,8f58b3f6b,customer925
3137,1200,B2B,TGPP,KVMB,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMB,Closed,Closed,,,,,,,,2101e4bfa,customer22
3138,1400,B2B,TGPP,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,Closed,Closed,,,,,,,,facdd6bd0,customer1646
3139,1600,B2C,CHTT,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,,,,,,bf3bd7898,customer1910
3140,1532,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,Tp. Rạch Giá,KGG,90,70,1,2021,,,,f4eb82368,customer884
3141,1241,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Tp. Lào Cai,LCI,120.4,40.8,7,2019,9,2023,,ce3584223,customer1690
3142,1531,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMT,Tx. Giá Rai,BLU,99.07,77.09,6,2020,,,,5097e77d1,customer321
3143,1231,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,Tp. Bắc Ninh,BNH,105,75,7,2017,,,,11817aa6b,customer842
3144,1108,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,Q. 6,HCM,130,85,6,2021,,,,61ffaf47c,customer94
3145,1406,B2C,CHTT,KVMTR,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Q. Thanh Khê,ĐNG,150,90,1,2018,,,,738c1e47c,customer1956
3146,1251,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMB,H. Thủy Nguyên,HPG,54.9,54.9,4,2020,,,,60853cfd3,customer579
3147,1411,B2C,CHTT,KVMTR,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Huế,TTH,175,175,5,2016,,,,7e2999244,customer432
3148,1813,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Premium,Drop-ship,100 m2 < và <= 150 m2,Trong mall,Nội thành,CNMN,Q. Gò Vấp,HCM,150,,8,2020,,,,662ea5ca0,customer1453
3149,2001,B2C,CHTT,KVCA,Còn lại,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Khác,CNCA,Campuchia,Campuchia,150,80,7,2019,,,,bee750c2f,customer1158
3150,1516,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nông thôn,CNMT,H. Năm Căn,CMU,168.5,83,1,2018,,,,76cd673c7,customer1267
3151,1408,B2C,CHTT,KVMTR,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Huế,TTH,94.5,39.6,12,2015,,,,22573878c,customer466
3152,1261,B2C,CHTT,KVMB,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMB,Tx. Kỳ Anh,HTH,120,100,8,2018,,, Ban đầu là 1419 Chuyển qua site 1261,e77ec2896,customer178
3153,1400,B2C,CHTT,KVMTR,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,,,,,,81341e703,customer22
3154,1899,B2C,CHTT,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Drop-ship,,Khác,Khác,CNTP,,,,,,,,,,71e9619b1,customer1493
3155,1899,B2B,TGPP,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNTP,Closed,Closed,,,6,2021,,,,c41645b76,customer580
3156,60003873,B2B,TGPP,KVMB,Cấp TW,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,H. Chương Mỹ,HNI,,,11,2021,,,,195800711,customer1635
3157,60003874,B2B,TGPP,KVMB,Cấp TW,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,H. Khoái Châu,HYN,,,1,2022,,,,c6d7079f0,customer438
3158,60003872,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMN,TX. Bến Cát,BDG,,,4,2022,,,,22d458134,customer265
3159,60003876,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Tp. Thái Bình,TBH,,,12,2021,,,,302029a65,customer1235
3160,60003875,B2C,ONLINE,Khác,Còn lại,Website bán hàng online của B,Drop-ship,,Online,Khác,CNMN,Closed,Closed,,,12,2021,,,,c47eea2e4,customer1378
3161,1239,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Hưng Yên,HYN,97,50,6,2019,,,,fa98ff2a1,customer1955
3162,1263,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Uông Bí,QNH,97,40,5,2021,,,,6ce283018,customer1904
3163,1224,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMB,H. Gia Lâm,HNI,193,70,1,2017,,,,de42b82f5,customer1477
3164,60003870,B2B,TGPP,KVMTR,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,TP. Huế,TTH,,,10,2021,,,,25a5aac5e,customer66
3165,60003878,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMN,TX. Phước Long,BPC,,,12,2021,,,,fc5887d8c,customer1421
3166,60003877,B2B,TGPP,KVMN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMN,TP. Mỹ Tho,TGG,,,12,2021,,,,7520e91e3,customer1243
3167,1229,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Sơn La,SLA,95,66,4,2017,,,CHUYỂN ĐỊA ĐIỂM KD MỚI KỂ TỪ NGÀY 01.01.2022,9e6ba3fe0,customer1807
3168,1229,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,Tp. Sơn La,SLA,95,66,4,2017,,,CHUYỂN ĐỊA ĐIỂM KD MỚI KỂ TỪ NGÀY 01.01.2022,db61f3957,customer1163
3169,1629,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,Tp. Bảo Lộc,LĐG,125.29,65,4,2019,12,2021,,98807a075,customer1507
3170,1220,B2C,CHTT,KVMB,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMB,Tx. Sa Pa,LCI,102,54,8,2018,,,,1936023a6,customer47
3171,1199,B2C,CHTT,KVMN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMN,Q. 6,HCM,,,,,,,,72b5fa451,customer20
3172,1199,B2C,CHTT,KVMN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMN,Q. 6,HCM,,,,,,,,2548cd3ba,customer20
3173,1599,B2C,CHTT,KVMT,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMT,Q. Bình Thủy,CTƠ,,,,,,,,097e1409c,customer20
3174,1599,B2C,CHTT,KVMT,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMT,Q. 6,HCM,,,,,,,,df0e70002,customer20
3175,1505,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,TT hành chính kinh tế,CNMT,Q. Ninh Kiều,CTƠ,173.9,81.7,8,2010,,,,d1d0d31d6,customer130
3176,1533,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Châu Đốc,AGG,123,47.5,3,2022,,,,5b09bf42c,customer1871
3177,1533,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,Tp. Châu Đốc,AGG,123,47.5,3,2022,,,,724cfb871,customer420
3178,60003885,B2B,TGPP,KVMN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMN,H. Cần Đước,LAN,,,3,2022,,,,52f79e873,customer1392
3179,60003886,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Tp. Lào Cai,LCI,,,3,2022,,,,9c5136366,customer2018
3180,60003887,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Thủ Đức,HCM,,,3,2022,,,,d253f725b,customer34
3181,60003888,B2B,TGPP,KVMN,Cấp 2,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Phan Thiết,BTN,,,3,2022,,,,ca95c67f7,customer705
3182,1243,B2C,CHTT,KVMB,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMB,Tx. Từ Sơn,BNH,103.7,65.5,9,2019,,,,467255db2,customer1739
3183,1264,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,TT hành chính kinh tế,CNMB,H. Gia Lâm,HNI,94,70,4,2022,,,,1102876da,customer529
3184,1264,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,TT hành chính kinh tế,CNMB,H. Gia Lâm,HNI,94,70,4,2022,,,,e6e32ab5b,customer477
3185,60003889,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,H. Cần Giờ,HCM,,,4,2022,,,,7f4242fef,customer1683
3186,60003890,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMB,H. Lâm Thao,PTO,,,4,2022,,,,1f8bb882a,customer1874
3187,60003891,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMB,H. Yên Khánh,NBH,,,4,2022,8,2022,,96bc1f701,customer1066
3188,60003892,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,H. Củ Chi,HCM,,,4,2022,,,,442e9c6ae,customer678
3189,1113,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,TT hành chính kinh tế,CNMN,Q. 1,HCM,230,115,7,2020,,,,9c0385fa1,customer86
3190,1699,B2C,CHTT,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,,,,,,c2bf7cd3d,customer20
3191,1299,B2C,CHTT,KVMB,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMB,Q. Hà Đông,HNI,,,,,,,,66e958f68,customer20
3192,1499,B2C,CHTT,KVMTR,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Pop - up,Khác,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,,,,,,c15df4e44,customer20
3193,60003893,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,H. Sơn Hà,QNI,,,5,2022,,,,f1f87a8fc,customer847
3194,60003894,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hai Bà Trưng,HNI,,,5,2022,,,,6152faf40,customer219
3195,60003895,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Cầu Giấy,HNI,,,5,2022,,,,3c9980313,customer1757
3196,60003896,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Đống Đa,HNI,,,5,2022,,,,e3f4879d3,customer1941
3197,60003897,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Thanh Xuân,HNI,,,5,2022,,,,4bd8e1aa7,customer1162
3198,60003898,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hai Bà Trưng,HNI,,,5,2022,,,,786c915a0,customer873
3199,60003899,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hà Đông,HNI,,,5,2022,,,,ac74efb7a,customer1266
3200,60003900,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Long Biên,HNI,,,5,2022,,,,a78edd331,customer944
3201,60003901,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Biên Hoà,ĐNI,,,5,2022,,,,d6fac008d,customer226
3202,60003902,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Bình Thạnh,HCM,,,5,2022,,,,db5aef5e8,customer1277
3203,60003903,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 7,HCM,,,5,2022,,,,a7fddf268,customer1674
3204,60003904,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 2,HCM,,,5,2022,,,,e10464b4d,customer234
3205,60003905,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 2,HCM,,,5,2022,,,,6e5c457ca,customer1688
3206,60003906,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Tp. Thủ Đức,HCM,,,5,2022,,,,a56036e5f,customer1588
3207,60003907,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,TT hành chính kinh tế,CNMN,Q. 1,HCM,,,5,2022,,,,83cdea72c,customer1255
3208,60003908,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Phú Nhuận,HCM,,,5,2022,,,,c98d45a26,customer1009
3209,60003910,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,H. Vụ Bản,NĐH,,,6,2022,,,,0899f3963,customer746
3210,60003911,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,H. Lương Tài,BNH,,,6,2022,,,,c727afe0a,customer1857
3211,1617,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,Tx. Buôn Hồ,ĐLK,110,60,9,2023,,,,652a523c8,customer171
3212,60003913,B2B,TGPP,KVMB,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,Q. Hà Đông,HNI,,,6,2022,,,,53ea2f73a,customer1446
3213,60003914,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. Bình Tân,HCM,,,6,2022,,,,89e9f3e19,customer1582
3214,60003915,B2B,TGPP,KVMB,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,H. Sóc Sơn,HNI,,,6,2022,,,,baa937be6,customer1033
3215,60003916,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,Tp. Hà Tiên,KGG,,,6,2022,,,,05e94823a,customer1462
3216,60003917,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMB,H. Văn Lâm,HYN,,,6,2022,,,,e3ea36744,customer572
3217,60003918,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,H. Thanh Bình,ĐTP,,,8,2022,,,,29b0ba62d,customer1437
3218,60003919,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,TP. Nha Trang,KHA,,,6,2022,,,,0ba1c0068,customer967
3219,60003926,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,TP. Trà Vinh,TVH,,,6,2022,,,,f5a35e433,customer676
3220,60003927,B2B,TGPP,KVMB,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,H. Mê Linh,HNI,,,7,2022,,,,d9de829e5,customer1247
3221,60003928,B2B,TGPP,KVMN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Dĩ An,BDG,,,6,2022,,,,85c17260e,customer1984
3222,60003930,B2B,TGPP,KVMB,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMB,H. Thanh Trì,HNI,,,7,2022,,,,2512ca445,customer37
3223,60003931,B2B,TGPP,KVMN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Biên Hoà,ĐNI,,,7,2022,,,,0fdfd9700,customer155
3224,60003920,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Tân Phú,HCM,,,6,2022,,,,3138ffbb9,customer1177
3225,60003921,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Gò Vấp,HCM,,,6,2022,,,,64dffdccc,customer1150
3226,60003922,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 3,HCM,,,6,2022,,,,66ea1614c,customer1293
3227,60003923,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Bình Tân,HCM,,,6,2022,,,,50afbd5b3,customer545
3228,60003924,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Tp. Biên Hoà,ĐNI,,,6,2022,,,,3a3677deb,customer982
3229,60003925,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Long Xuyên,AGG,,,6,2022,,,,becd6eaab,customer222
3230,60003932,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,TP. Mỹ Tho,TGG,,,7,2022,,,,bbd2644ff,customer1189
3231,60000810,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,H. Vị Thủy,HGG,,,7,2022,,,,42f27c647,customer947
3232,60003933,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,H. Châu Thành,HGG,,,9,2022,,,,4329f45b1,customer1289
3233,60003934,B2B,TGPP,KVMN,Cấp TW,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. 7,HCM,,,7,2022,,,,7b2c8948c,customer1084
3234,60003935,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,TP. Vinh,NAN,,,7,2022,,,,f6fc53ec2,customer1237
